med_name,med_code,image_url,price,dosage_form,active_ingredient,unit,stock_quantity,is_active
D79GSV New,MED-01335,https://trungtamthuoc.com/images/products/130x130/gel-boi-da-d7d79gs-new-1-f2707.jpg,196431,Gel bôi da,"Acid Azelaic, Acid Glycolic (AHA), Natri Hydroxyd",hộp,148,true
Vitatree Complex 4 (Lọ 120 viên),MED-01336,https://trungtamthuoc.com/images/products/thumbnail/vitatree-complex-4-lo-120-vien-g2555.jpg,217624,Viên nang,Squalane,hộp,19,true
Vitatree Super Strength Sheep Placenta 60000mg (Hộp 2 lọ x 60 viên),MED-01337,https://trungtamthuoc.com/images/products/thumbnail/vitatree-super-strength-sheep-placenta-60000mg-hop-2-lo-x-60-vien-k4848.jpg,252922,Viên nén,"Human Chorionic Gonadotropin (HCG), Acid hyaluronic",hộp,133,true
Dầu gan cá mập Vitatree Bio Squalene,MED-01338,https://trungtamthuoc.com/images/products/thumbnail/dau-gan-ca-map-vitatree-bio-squalene-a0731.jpg,192015,Viên nang mềm,Squalane,hộp,133,true
Bibi Gel Nano Bạc,MED-01339,https://trungtamthuoc.com/images/products/thumbnail/bibi-gel-nano-bac-a0084.jpg,173189,Gel bôi ngoài da,"Nano Curcumin, Vitamin E (Alpha Tocopherol), Nano Bạc",hộp,48,true
Silver-GSV,MED-01340,https://trungtamthuoc.com/images/products/thumbnail/silver-gsv-i3668.jpg,185573,Viên nang mềm,Isotretinoin,hộp,113,true
Dermatix Wound Care,MED-01341,https://trungtamthuoc.com/images/products/thumbnail/dermatix-wound-care-g2667.jpg,198.000₫,Gel bôi da,,tuýp,51,true
Opzelura,MED-01342,https://trungtamthuoc.com/images/products/thumbnail/thuoc-opzelura-ruxolitinib-15-duoc-fda-phe-duyet-tri-benh-bach-bien-d1466.jpg,201794,Kem bôi ngoài da,Ruxolitinib,hộp,163,true
Tradalen,MED-01343,https://trungtamthuoc.com/images/products/thumbnail/tradalen-l4304.jpg,299925,Gel dùng để bôi ngoài da,Adapalene,hộp,48,true
Fixderma Salyzap Lotion For Acne Night Time (20ml),MED-01344,https://trungtamthuoc.com/images/products/thumbnail/fixderma-salyzap-lotion-for-acne-night-time-20ml-p6625.jpg,300.000₫,Lotion,"Acid Salicylic (BHA), Vitamin E (Alpha Tocopherol)",hộp,26,true
A.T Urea 20%,MED-01345,https://trungtamthuoc.com/images/products/thumbnail/at-urea-20-j3738.jpg,100.000₫,Kem bôi ngoài da,Urea,hộp,60,true
GSV Passion,MED-01346,https://trungtamthuoc.com/images/products/thumbnail/gsv-passion-c1384.jpg,165.000₫,Dung dịch bôi ngoài da,"Acid Salicylic (BHA), Acid Lactic",hộp,180,true
BTADA,MED-01347,https://trungtamthuoc.com/images/products/thumbnail/btada-p6441.jpg,125.000₫,Kem bôi,"Cetyl Alcohol, Phenoxyethanol",hộp,135,true
Lucas’ Papaw Ointment 25g,MED-01348,https://trungtamthuoc.com/images/products/thumbnail/lucas-papaw-ointment-25g-h2361.jpg,150.000₫,Kem bôi da,,hộp,174,true
Tazoretin-C,MED-01349,https://trungtamthuoc.com/images/products/thumbnail/tazoretin-c-n5173.jpg,259810,Gel bôi da,"Adapalene, Clindamycin",hộp,154,true
Panthenol xịt bỏng 5%,MED-01350,https://trungtamthuoc.com/images/products/thumbnail/panthenol-xit-bong-5-i3403.jpg,190104,Dung dịch,"Dexpanthenol, Nano Bạc",chai,155,true
Tretiova 30g,MED-01351,https://trungtamthuoc.com/images/products/thumbnail/tretiova-30g-t7211.jpg,105.000₫,Kem bôi da,Arbutin,hộp,185,true
ScarCare 10g,MED-01352,https://trungtamthuoc.com/images/products/thumbnail/scarcare-10g-l4772.jpg,190.000₫,Gel bôi,Dimethicone (Polydimethylsiloxanes),hộp,94,true
Glutathione 100mg Sublingual Tablets,MED-01353,https://trungtamthuoc.com/images/products/thumbnail/glutathione-100mg-sublingual-tablets-c1842.jpg,1.500.000₫,Viên ngậm,L-Glutathione,hộp,56,true
Tretinoin .05% Gel USP Eudilite 0.05 20g Contiderma,MED-01354,https://trungtamthuoc.com/images/products/thumbnail/tretinoin-05-gel-usp-eudilite-05-20g-contiderma-t7262.jpg,165.000₫,Gel bôi,Tretinoin,hộp,29,true
Super Glutathione Collagen,MED-01355,https://trungtamthuoc.com/images/products/thumbnail/super-glutathione-collagen-d1372.jpg,1.790.000₫,Viên nang,"Collagen, Kẽm, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Probiotics, Vitamin C (Acid Ascorbic), Acid hyaluronic",hộp,57,true
Foratal,MED-01356,https://trungtamthuoc.com/images/products/thumbnail/foratal-e1684.jpg,370.000₫,Kem bôi,"Glycerol (Glycerin), Nano Bạc",hộp,149,true
Relumins Advance White,MED-01357,https://trungtamthuoc.com/images/products/thumbnail/relumins-advance-white-d1106.jpg,890.000₫,Viên nang,"Acetylcystein, Acid Alpha Lipoic (ALA; Acid Thioctic), Isoflavone, L-Glutathione, Selenium sulfide, Vitamin B2 (Riboflavin), Vitamin E (Alpha Tocopherol), Hesperidin, L-Methionin, Citrus bioflavonoid, Quercetin",hộp,144,true
White Gluthatione Collagen Vita,MED-01358,https://trungtamthuoc.com/images/products/thumbnail/white-gluthatione-collagen-vita-m4513.jpg,355.000₫,Viên nang,"Glutathione, Vitamin C (Acid Ascorbic), Vitamin D (Alfacalcidol), Collagen Type II, Acid hyaluronic",hộp,157,true
Glutathione White 800,MED-01359,https://trungtamthuoc.com/images/products/thumbnail/glutathione-white-800-p6588.jpg,280.000₫,Viên nang,"Acid Alpha Lipoic (ALA; Acid Thioctic), L-Glutathione, Vitamin C (Acid Ascorbic)",hộp,77,true
Glutathione 1800mg Vibrant,MED-01360,https://trungtamthuoc.com/images/products/thumbnail/glutathione-1800mg-b0185.jpg,550.000₫,Viên nang,"Acid Alpha Lipoic (ALA; Acid Thioctic), Aspirin (Acid Acetylsalicylic), Kẽm, L-Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Calci (Canxi), Lycopene, Astaxanthin, Selen",hộp,160,true
Cebelia Baume L.C.E.,MED-01361,https://trungtamthuoc.com/images/products/thumbnail/cebelia-baume-lce-h3863.jpg,1.350.000₫,Gel bôi,"Beta Glucan, Magnesium Sulfate, Nước, Natri , Cebeline",hộp,169,true
Thuốc bôi ngoài da Metison 10g,MED-01362,https://trungtamthuoc.com/images/products/thumbnail/thuoc-boi-ngoai-da-metison-10g-t8062.jpg,196520,Kem bôi,"Betamethason, Clotrimazol, Gentamicin",tuýp,186,true
Genbeclo 10g,MED-01363,https://trungtamthuoc.com/images/products/thumbnail/genbeclo-10g-o5500.jpg,120795,Kem bôi,"Betamethason, Clotrimazol, Gentamicin",hộp,157,true
Genprozol,MED-01364,https://trungtamthuoc.com/images/products/thumbnail/genprozol-m5752.jpg,158762,Kem bôi,"Betamethason, Clotrimazol, Gentamicin",hộp,153,true
Tacrohope 0.1% 10g,MED-01365,https://trungtamthuoc.com/images/products/thumbnail/tacrohope-01-10g-d1430.jpg,176923,Mỡ bôi da,Tacrolimus,hộp,114,true
Viên uống chống nắng Piome Sun,MED-01366,https://trungtamthuoc.com/images/products/thumbnail/vien-uong-chong-nang-piome-sun-i3538.jpg,153481,Viên nang,,hộp,92,true
Blossomy,MED-01367,https://trungtamthuoc.com/images/products/thumbnail/blossomy-m5804.jpg,129017,Dung dịch uống,"Collagen, Curcumin, Vitamin B1 (Thiamine), Vitamin B6 (Pyridoxine hydrochloride), Lactium",hộp,122,true
Fisiozone 50g,MED-01368,https://trungtamthuoc.com/images/products/thumbnail/fisiozone-50g-u8372.jpg,638.000₫,Gel bôi,"Arginine, L-Valin, L-Isoleucine, Ozolipoile, Glutamin",hộp,82,true
"Thuốc mỡ Potamus 0,1%",MED-01369,https://trungtamthuoc.com/images/products/thumbnail/thuoc-mo-potamus-01-c1624.jpg,291071,Mỡ bôi da,Tacrolimus,hộp,186,true
Tri-Luma Cream 15g Galderma,MED-01370,https://trungtamthuoc.com/images/products/thumbnail/tri-luma-cream-15g-galderma-t8224.jpg,221271,Kem bôi,"Fluocinolone, Hydroquinone (Quinone), Tretinoin",hộp,83,true
Melacare 25g Ajanta,MED-01371,https://trungtamthuoc.com/images/products/thumbnail/melacare-25g-ajanta-t8710.jpg,385.000₫,Kem bôi,"Hydroquinone (Quinone), Mometasone, Tretinoin",hộp,130,true
Ketoconazol Medipharco 2%,MED-01372,https://trungtamthuoc.com/images/products/thumbnail/ketoconazol-medipharco-2-a0231.jpg,151672,Kem bôi da,Ketoconazole,hộp,125,true
Solesan Protect,MED-01373,https://trungtamthuoc.com/images/products/thumbnail/solesan-protect-k4880.jpg,650.000₫,Viên nang,"Acid Alpha Lipoic (ALA; Acid Thioctic), Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Hesperidin, Polyphenol",hộp,11,true
Viên uống chống nắng Sunsafe Po,MED-01374,https://trungtamthuoc.com/images/products/thumbnail/sunsafe-po-p6876.jpg,980.000₫,Viên nang,Beta-carotene,hộp,108,true
Liproin 5g,MED-01375,https://trungtamthuoc.com/images/products/thumbnail/liproin-5g-j3126.jpg,37.000₫,Kem bôi,"Lidocain, Prilocaine",hộp,57,true
Bometan 30g,MED-01376,https://trungtamthuoc.com/images/products/thumbnail/bometan-30g-b0322.jpg,157862,Kem bôi,Calcipotriol,hộp,175,true
RectroCare,MED-01377,https://trungtamthuoc.com/images/products/thumbnail/rectrocare-r7771.jpg,350.000₫,Gel,Acid hyaluronic,hộp,160,true
Glutasi Jarrow,MED-01378,https://trungtamthuoc.com/images/products/thumbnail/glutasi-jarrow-i3713.jpg,880.000₫,,"Collagen, Glutathione",hộp,34,true
Acnequidt gel 20g,MED-01379,https://trungtamthuoc.com/images/products/thumbnail/acnequidt-gel-20g-a0555.jpg,65.000₫,Gel,"Clindamycin, Metronidazol",hộp,164,true
Profisep 30g,MED-01380,https://trungtamthuoc.com/images/products/thumbnail/profisep-30g-q6677.jpg,260.000₫,Gel bôi,Heparin,hộp,38,true
Kem bôi da An Mộc,MED-01381,https://trungtamthuoc.com/images/products/thumbnail/kem-boi-da-an-moc-s7452.jpg,70.000₫,Kem bôi da,"Vaseline, Acid Pantothenic (Vitamin B5), Allantoin, Phenoxyethanol, Cetearyl Alcohol, Acid Stearic",hộp,120,true
Thazolxen,MED-01382,https://trungtamthuoc.com/images/products/thumbnail/thazolxen-v8865.jpg,100020,Kem bôi da,Mometasone,hộp,162,true
Viên trắng da Clevie Whitever,MED-01383,https://trungtamthuoc.com/images/products/thumbnail/clevie-whitever-u8843.jpg,149061,Viên nang,"Acid Alpha Lipoic (ALA; Acid Thioctic), L-Glutathione, Vitamin D (Alfacalcidol), Vitamin E (Alpha Tocopherol)",lọ,113,true
Haloe Cream,MED-01384,https://trungtamthuoc.com/images/products/thumbnail/haloe-cream-i3185.jpg,25.000₫,Kem bôi da,"Urea, Vaseline, Vitamin E (Alpha Tocopherol)",hộp,74,true
CANDID V3,MED-01385,https://trungtamthuoc.com/images/products/thumbnail/candid-v3-i3715.jpg,216047,Viên nén đặt âm đạo,Clotrimazol,hộp,84,true
Neomiderm,MED-01386,https://trungtamthuoc.com/images/products/thumbnail/neomiderm-r7222.jpg,156871,Thuốc mỡ,"Neomycin, Nystatin, Triamcinolone",hộp,196,true
Viên uống trắng da Triple White,MED-01387,https://trungtamthuoc.com/images/products/thumbnail/triple-white-j4260.jpg,595.000₫,Viên nang,Glutathione,lọ,191,true
Kooconam,MED-01388,https://trungtamthuoc.com/images/products/thumbnail/kooconam-q6023.jpg,257964,Viên nang,"Collagen, Isoflavone, Vitamin C (Acid Ascorbic), Vitamin D3 (Cholecalciferol, Calcitriol), Vitamin E (Alpha Tocopherol), Calci gluconat",hộp,143,true
Gentritason,MED-01389,https://trungtamthuoc.com/images/products/thumbnail/gentritason-f2634.jpg,182173,Kem bôi da,"Betamethason, Clotrimazol, Gentamicin",hộp,148,true
SnowEn,MED-01390,https://trungtamthuoc.com/images/products/thumbnail/snowen-t8808.jpg,233441,Kem bôi,"Urea, Vitamin E (Alpha Tocopherol), Alcohol, Acid Stearic, Dinatri Calci Edetat",hộp,145,true
Dung dịch xịt ngoài da Sebosan 100ml,MED-01391,https://trungtamthuoc.com/images/products/thumbnail/dung-dich-xit-ngoai-da-sebosan-100ml-i3105.jpg,285.000₫,Dung dịch xịt,Permethrin,hộp,192,true
Kyoto Collagen,MED-01392,https://trungtamthuoc.com/images/products/thumbnail/kyoto-collagen-j3227.jpg,164687,Viên nang,"Collagen, L-Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine, Acid hyaluronic",hộp,102,true
Kem ngứa Beprolic,MED-01393,https://trungtamthuoc.com/images/products/thumbnail/kem-ngua-beprolic-e1421.jpg,60.000₫,Kem bôi da,"Berberin, Kẽm Oxyd (Zinc Oxide), Nano Bạc",hộp,155,true
Gel ngứa Keratinamin,MED-01394,https://trungtamthuoc.com/images/products/thumbnail/gel-ngua-keratinamin-f2372.jpg,65.000₫,Gel bôi da,"Urea, Vaseline",hộp,15,true
Gel làm sạch và dịu da Nano Bạc Cộng Hưởng,MED-01395,https://trungtamthuoc.com/images/products/thumbnail/gel-lam-sach-va-diu-da-nano-bac-cong-huong-c1525.jpg,278767,Gel bôi,"Chitosan, Acid Lactic, Nano Bạc , Phenoxyethanol",hộp,182,true
Gel Bôi Bỏng Nano Bạc Cộng Hưởng,MED-01396,https://trungtamthuoc.com/images/products/thumbnail/gel-boi-bong-nano-bac-cong-huong-r7873.jpg,211373,Gel bôi,"Vitamin E (Alpha Tocopherol), Nano Bạc",hộp,122,true
Menzag,MED-01397,https://trungtamthuoc.com/images/products/thumbnail/menzag-n5421.jpg,180141,Thuốc mỡ bôi da,,hộp,103,true
Nadyestin 20,MED-01398,https://trungtamthuoc.com/images/products/thumbnail/nadyestin-20-g2250.jpg,194096,Viên nén bao phim,Ebastin,hộp,176,true
Psocabet,MED-01399,https://trungtamthuoc.com/images/products/thumbnail/psocabet-s7718.jpg,183866,Thuốc mỡ bôi da,Betamethason,hộp,101,true
Hanee Cystine,MED-01400,https://trungtamthuoc.com/images/products/thumbnail/hanee-cystine-c1128.jpg,117527,Viên nang,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Vitamin B6 (Pyridoxine hydrochloride), Zinc Gluconate (Kẽm Gluconat), L-Cystine",hộp,51,true
Dưỡng Ngọc Nhan,MED-01401,https://trungtamthuoc.com/images/products/thumbnail/duong-ngoc-nhan-l4211.jpg,110294,Viên nang,"Collagen, L-Glutathione, Vitamin E (Alpha Tocopherol), Acid hyaluronic",hộp,57,true
Crederm Ointment,MED-01402,https://trungtamthuoc.com/images/products/thumbnail/crederm-ointment-o5416.jpg,128959,Thuốc mỡ bôi ngoài da,"Acid Salicylic (BHA), Betamethason",hộp,41,true
Mizain White,MED-01403,https://trungtamthuoc.com/images/products/thumbnail/mizain-white-q6663.jpg,720.000₫,Bột pha uống,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Coenzym Q10 (Ubidecarenone), Collagen, L-Glutathione, Acid Pantothenic (Vitamin B5), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Cysteine, Zinc Gluconate (Kẽm Gluconat), Acid hyaluronic",hộp,168,true
Collagen Extra 3000,MED-01404,https://trungtamthuoc.com/images/products/thumbnail/collagen-extra-3000-q6416.jpg,950.000₫,Dung dịch,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, L-Glutathione, Acid Pantothenic (Vitamin B5), Vitamin C (Acid Ascorbic), Zinc Gluconate (Kẽm Gluconat)",hộp,20,true
Collagen Minh Thư,MED-01405,https://trungtamthuoc.com/images/products/thumbnail/collagen-minh-thu-n5728.jpg,800.000₫,Viên nang,"Collagen, L-Glutathione, Vitamin E (Alpha Tocopherol), Acid hyaluronic",hộp,168,true
Gluta BrightSkin,MED-01406,https://trungtamthuoc.com/images/products/thumbnail/gluta-brightskin-b0110.jpg,1.280.000₫,Viên nang,"Collagen, L-Glutathione, Acid hyaluronic",hộp,118,true
Cipostril,MED-01407,https://trungtamthuoc.com/images/products/thumbnail/cipostril-a0471.jpg,144573,thuốc mỡ bôi da,Calcipotriol,hộp,134,true
Clovirboston 5g,MED-01408,https://trungtamthuoc.com/images/products/thumbnail/clovirboston-5g-s7855.jpg,280306,Kem bôi da,Aciclovir (Acyclovir),hộp,56,true
Scaryl Gel 10g,MED-01409,https://trungtamthuoc.com/images/products/thumbnail/scaryl-gel-10g-o5104.jpg,223980,Gel bôi,"Acid Pantothenic (Vitamin B5), Vitamin E (Alpha Tocopherol), Lecithin",hộp,67,true
Venus Queen,MED-01410,https://trungtamthuoc.com/images/products/thumbnail/venus-queen-s7634.jpg,285.000₫,Bột pha uống,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), L-Glutathione, Acid Pantothenic (Vitamin B5), Vitamin C (Acid Ascorbic), Zinc Gluconate (Kẽm Gluconat), L-Cystine, Acid hyaluronic",hộp,41,true
Lv-Cyn,MED-01411,https://trungtamthuoc.com/images/products/thumbnail/lv-cyn-h3407.jpg,139081,Viên nang,"Acid Pantothenic (Vitamin B5), Vitamin B6 (Pyridoxine hydrochloride), Vitamin E (Alpha Tocopherol), Zinc Gluconate (Kẽm Gluconat), L-Cystine",hộp,195,true
Kimiwa Collagen Premium 10000mg,MED-01412,https://trungtamthuoc.com/images/products/thumbnail/kimiwa-collagen-premium-10000mg-d1850.jpg,177762,Dung dịch uống,"Coenzym Q10 (Ubidecarenone), Collagen, Glutathione, Vitamin B1 (Thiamine), Vitamin B2 (Riboflavin), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Acid hyaluronic",hộp,145,true
Cothione Blue,MED-01413,https://trungtamthuoc.com/images/products/thumbnail/cothione-blue-c0205.jpg,230511,Viên nang,"Acid Alpha Lipoic (ALA; Acid Thioctic), Coenzym Q10 (Ubidecarenone), Glutathione, Vitamin E (Alpha Tocopherol)",hộp,48,true
Atolys Soin Emulsion,MED-01414,https://trungtamthuoc.com/images/products/thumbnail/atolys-soin-emulsion-a0604.jpg,465.000₫,Lotion,Urea,chai,49,true
Adonai Beauty Skin,MED-01415,https://trungtamthuoc.com/images/products/thumbnail/adonai-beauty-skin-s7777.jpg,270.000₫,Viên nang,"Collagen, L-Glutathione, Acid hyaluronic",hộp,114,true
Collagen Nano Daewoong Korea,MED-01416,https://trungtamthuoc.com/images/products/thumbnail/collagen-nano-daewoong-korea-a0534.jpg,190.000₫,Dung dịch uống,"Collagen, Kẽm, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine",hộp,176,true
Hoàn Liễu Khang,MED-01417,https://trungtamthuoc.com/images/products/thumbnail/hoan-lieu-khang-j3435.jpg,275449,Viên nén,"Coenzym Q10 (Ubidecarenone), Collagen, Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine",hộp,160,true
Axcel Lignocaine 2% Sterile Gel,MED-01418,https://trungtamthuoc.com/images/products/thumbnail/axcel-lignocaine-2-sterile-gel-b0474.jpg,219913,Gel bôi da,Lidocain,hộp,142,true
Bena Collagen,MED-01419,https://trungtamthuoc.com/images/products/thumbnail/bena-collagen-n5185.jpg,260912,Bột pha uống,"Collagen, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine, Acid hyaluronic",hộp,164,true
Kem Bôi Da Trẻ Em Ích Nhi,MED-01420,https://trungtamthuoc.com/images/products/thumbnail/kem-boi-da-tre-em-ich-nhi-g2423.jpg,187858,Kem bôi ngoài da,"Acid Pantothenic (Vitamin B5), Vitamin E (Alpha Tocopherol), Kẽm Oxyd (Zinc Oxide), Allantoin",hộp,27,true
Agiclovir 5%,MED-01421,https://trungtamthuoc.com/images/products/thumbnail/agiclovir-5-e1747.jpg,35.000₫,Thuốc mỡ bôi da,Aciclovir (Acyclovir),hộp,102,true
Stratamed 5g,MED-01422,https://trungtamthuoc.com/images/products/thumbnail/stratamed-5g-r7838.jpg,450.000₫,Gel bôi da,,hộp,183,true
Evita Nature,MED-01423,https://trungtamthuoc.com/images/products/thumbnail/evita-nature-j3420.jpg,100.000₫,Viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,134,true
Proskin Care TB,MED-01424,https://trungtamthuoc.com/images/products/thumbnail/proskin-care-tb-u8882.jpg,243336,viên nang mềm,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Vitamin B1 (Thiamine), Acid Pantothenic (Vitamin B5), Vitamin B6 (Pyridoxine hydrochloride), Vitamin E (Alpha Tocopherol), Lysine, Zinc Gluconate (Kẽm Gluconat)",hộp,123,true
Glutathion DK500,MED-01425,https://trungtamthuoc.com/images/products/thumbnail/glutathion-dk500-o5552.jpg,375.000₫,Viên nang,"Acid Alpha Lipoic (ALA; Acid Thioctic), Collagen, L-Glutathione, Silymarin, Vitamin E (Alpha Tocopherol), L-Cystine",hộp,137,true
Kulscar Gel,MED-01426,https://trungtamthuoc.com/images/products/thumbnail/kulscar-gel-k4230.jpg,350.000₫,Gel,"Natri Hyaluronate, Vitamin E (Alpha Tocopherol), Elastin, Acid Benzoic, Phenoxyethanol",hộp,132,true
Collagen +C overate High Tech USA,MED-01427,https://trungtamthuoc.com/images/products/thumbnail/collagen-c-overate-high-tech-usa-a0027.jpg,88.000₫,Viên nang,"Coenzym Q10 (Ubidecarenone), Collagen, Glutathione, Isoflavone, Kẽm, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), DHEA",hộp,80,true
Kem nứt gót Oriss,MED-01428,https://trungtamthuoc.com/images/products/thumbnail/kem-nut-got-oriss-o5177.jpg,50.000₫,Kem bôi da,"Vaseline, Vitamin E (Alpha Tocopherol)",hộp,62,true
Kem em bé Oribebe,MED-01429,https://trungtamthuoc.com/images/products/thumbnail/kem-em-be-oribebe-l4351.jpg,80.000₫,Kem bôi da,,hộp,46,true
Skytine,MED-01430,https://trungtamthuoc.com/images/products/thumbnail/skytine-j3766.jpg,350.000₫,Viên nang cứng,"Kẽm, Inositol (Vitamin B8), L-Cystine",hộp,66,true
Xerolys 10,MED-01431,https://trungtamthuoc.com/images/products/thumbnail/xerolys-10-o6344.jpg,410.000₫,Kem bôi da,"Natri Clorid, Urea, Acid Pantothenic (Vitamin B5), Nước, Allantoin, Squalane",chai,123,true
Gel Esunvy Body,MED-01432,https://trungtamthuoc.com/images/products/thumbnail/gel-esunvy-body-f2056.jpg,158227,Gel bôi da,"Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Allantoin, Butyl Hydroxycyclohexane carboxylate",hộp,71,true
Trozimed-B,MED-01433,https://trungtamthuoc.com/images/products/thumbnail/trozimed-b-g2601.jpg,154512,Thuốc mỡ bôi ngoài da,"Betamethason, Calcipotriol",hộp,182,true
